id,created_at,screen_name,source,clean_text,original_text,favorite_count,retweet_count,hashtags,urls,mentions,city,province,longitude,latitude
1292249214966206464,Sat Aug 08 23:59:56 +0000 2020,surveyorX,Twitter Web App,"['freedomgirl2011', 'lose', 'control', 'narrative', 'manufactured', 'dangerous', 'pandemic', 'news', 'frighten', 'parent', 'someday', 'shall…']","RT @freedomgirl2011: They are losing control of the narrative on manufactured dangerous pandemic.
News 2 frighten parents..someday we shall…",0,0,,,['freedomgirl2011'],,,-113.64258,60.10867
1292249179167891458,Sat Aug 08 23:59:47 +0000 2020,Konstruktive_,Twitter for iPhone,"['safeseptember', 'miss', 'canada', 'plan', 'kid', 'back', 'school', 'safely']",RT @SafeSeptember: What's missing from Canada's plans to get kids back to school safely https://t.co/11G11uYlRl,0,0,,['https://www.cbc.ca/news/health/coronavirus-canada-schools-1.5679090'],['SafeSeptember'],Québec,Quebec,-71.21454,46.81228
1292249168774172672,Sat Aug 08 23:59:45 +0000 2020,siegburgerdaddy,Twitter for iPhone,"['c_tepperman', 'alberta', 'back-to-school', 'plan', 'suffers', 'lack', 'fund', 'lack', 'imagination', 'kid', 'deserve', 'good', 'hope', 'for…']",RT @c_tepperman: The Alberta back-to-school plan suffers from lack of funds and lack of imagination. Kids deserve better than the 'hope for…,0,0,,,['c_tepperman'],,Alberta,-117.469,52.28333
1292249164777050118,Sat Aug 08 23:59:44 +0000 2020,Blue_Star_mv1,Twitter for Android,"['torontostar', 'icymi', 'sick', 'kid', 'president', 'ronald', 'cohn', 'back', 'back-to-school', 'plan', 'ensure', 'proper', 'physical', 'distancing…']",RT @TorontoStar: #ICYMI Sick Kids President Ronald Cohn will not back a back-to-school plan that does not ensure proper physical distancing…,0,0,['ICYMI'],,['TorontoStar'],Mississauga,Ontario,-79.6583,43.5789
1292249109915742210,Sat Aug 08 23:59:31 +0000 2020,carabreac,Twitter for iPad,"['torontostar', 'sick', 'kid', 'president', 'ronald', 'cohn', 'back', 'back-to-school', 'plan', 'ensure', 'proper', 'physical', 'distancing', 'betwee…']",RT @TorontoStar: Sick Kids President Ronald Cohn will not back a back-to-school plan that does not ensure proper physical distancing betwee…,0,0,,,['TorontoStar'],,,-113.64258,60.10867
1292249109039063040,Sat Aug 08 23:59:31 +0000 2020,our_children,Twitter for iPhone,"['austinsaral', 'class', 'size', 'vital', 'curb', 'spread', 'covid-19', 'school', 'accord', 'expert', 'sick', 'kid', 'hospital', 'sickkids…']","RT @austinsaral: Class sizes are vital to curbing the spread of COVID-19 in schools, according to experts at Sick Kids Hospital 
⁦@SickKids…",0,0,,,['austinsaral'],Hamilton,Ontario,-79.84963,43.25011
1292249078223392768,Sat Aug 08 23:59:23 +0000 2020,FatFarmGma,Twitter for Android,"['cmoh_alberta', 'alberta_moms', 'mean', 'alberta', 'child']","@CMOH_Alberta @alberta_moms
What does this mean for Alberta children? https://t.co/s6a5GUyI1x",0,0,,['https://www.cbsnews.com/amp/news/covid-19-kids-schools-in-person-instruction/?__twitter_impression=true'],"['CMOH_Alberta', 'alberta_moms']",,Alberta,-117.469,52.28333
1292249053212954628,Sat Aug 08 23:59:17 +0000 2020,RenataAncans,Twitter for iPhone,"['maritstiles', 'worth', 'remind', 'folk', 'low', 'number', 'student', 'attend', 'school', 'parent', 'opt', 'out/opting', 'online', 'doesn…']",RT @maritstiles: Worth reminding folks that lower numbers of students attending our schools (Eg parents opting out/opting for online) doesn…,0,0,,,['maritstiles'],Toronto,Ontario,-79.4163,43.70011
1292249048833900544,Sat Aug 08 23:59:16 +0000 2020,Col8675309,Twitter Web App,"['movingparadigms', 'believe', 'incumbent', 'question', 'science', 'provincial', 'official']","RT @MovingParadigms: "" I believe it is incumbent on each of us ... to ask more questions ... what science led our provincial officials to d…",0,0,,,['MovingParadigms'],,British Columbia,-125.0032,53.99983
1292249018760921093,Sat Aug 08 23:59:09 +0000 2020,alternativesart,Twitter Web App,"['torontostar', 'icymi', 'sick', 'kid', 'president', 'ronald', 'cohn', 'back', 'back-to-school', 'plan', 'ensure', 'proper', 'physical', 'distancing…']",RT @TorontoStar: #ICYMI Sick Kids President Ronald Cohn will not back a back-to-school plan that does not ensure proper physical distancing…,0,0,['ICYMI'],,['TorontoStar'],Hamilton,Ontario,-79.84963,43.25011
1292249018307735552,Sat Aug 08 23:59:09 +0000 2020,stompo2000,Twitter for iPhone,"['normalontario', 'sick', 'kid', 'president', 'call', 'government', 'revise', 'plan', 'education', 'sflecce', 'unsafeseptember', 'fordnation']",RT @NormalOntario: Sick Kids President calls on government to revise their plan for education. @sflecce #UnsafeSeptember @fordnation,0,0,['UnsafeSeptember'],,"['NormalOntario', 'Sflecce', 'fordnation']",Toronto,Ontario,-79.4163,43.70011
1292248991711854595,Sat Aug 08 23:59:03 +0000 2020,amhealey,Twitter for iPhone,"['torontostar', 'ford', 'government', 'back', 'school', 'plan', 'best', 'deceptive', 'strategy', 'serve', 'ontario', 'child']","RT @TorontoStar: The Ford government's back to school plan is at best a deceptive strategy that does not serve all of Ontario’s children, #…",0,0,,,['TorontoStar'],Toronto,Ontario,-79.4163,43.70011
1292248972455632898,Sat Aug 08 23:58:58 +0000 2020,Keithrispin,Twitter for Android,"['chmoody', 'bced', 'jjhorgan', 'seem', 'strange', 'reason', 'henry', 'send', 'kid', 'back', 'school', 'safe', 'fed…']","RT @chmoody: #bced @jjhorgan Does it seem strange that 3 reasons Dr. Henry has for sending kids back to school is so they can be safe, fed…",0,0,['bced'],,"['chmoody', 'jjhorgan']",Vancouver,British Columbia,-123.11934,49.24966
1292248939836534784,Sat Aug 08 23:58:50 +0000 2020,dee_downing,Twitter for iPhone,"['airdrieviews', 'listen', 'alberta', 'nobody', 'ensure', 'kid', 'safe', 'school', 'ableg', 'abed…']",RT @Airdrieviews: Listen up Alberta. Nobody 👏 should👏 have 👏 to 👏 pay 👏 to 👏 ensure 👏 their 👏 kids 👏 are 👏 safe 👏 in 👏 school👏 #ableg #abed…,0,0,"['ableg', 'abed']",,['Airdrieviews'],Sherwood Park,Alberta,-113.3187,53.51684
1292248904168280065,Sat Aug 08 23:58:42 +0000 2020,BarbBhowe2,Twitter for iPad,"['flamglanndp', 'know', 'need', 'reduce', 'class', 'size', 'hire', 'educator', 'education', 'worker', 'access', 'unused', 'school…']","RT @FlamGlanNDP: We all know what is needed.

✔ Reduce class sizes
✔ Hire more educators and other education workers
✔ Access unused school…",0,0,,,['FlamGlanNDP'],Hamilton,Ontario,-79.84963,43.25011
1292248873998704640,Sat Aug 08 23:58:35 +0000 2020,rejtarablanche,Twitter for iPhone,"['miss', 'canada', 'plan', 'kid', 'back', 'school', 'safely']","What's missing from Canada's plans to get kids back to school safely
https://t.co/U6FvheeEqB https://t.co/cmj0gsxFrm",1,0,,['https://www.cbc.ca/news/health/coronavirus-canada-schools-1.5679090'],,Québec,Quebec,-71.21454,46.81228
1292248866188693505,Sat Aug 08 23:58:33 +0000 2020,Searcy306,Twitter for iPhone,"['tammyrobert', 'safety', 'prevention', 'high', 'people', 'drive', 'like', 'idiot', 'victoria', 'avenue', 'bypass', 'actually', 'decent', 'road', 'system', 'question', 'thing', 'address', 'still', 'include', 'focus', 'small', 'classroom', 'size', 'thing', 'mention']",@tammyrobert Safety prevention is a bit higher as people drive like idiots on Victoria Avenue and the bypass is actually a decent road system but no question there are a lot of things that should be addressed still including a focus on smaller classroom sizes and other things you mentioned.,3,0,,['https://twitter.com/i/web/status/1292248866188693505'],['tammyrobert'],Regina,Saskatchewan,-104.6178,50.45008
1292248845200445440,Sat Aug 08 23:58:28 +0000 2020,stompo2000,Twitter for iPhone,"['ont_dad', 'apparently', 'live', 'anyone', 'anything', 'people', 'believe', 'example', 'ford', 'say', 'safety']","RT @ONT_Dad: Apparently we live in an age where anyone can say anything and people will believe them. For example, Ford says the safety of…",0,0,,,['ONT_Dad'],Toronto,Ontario,-79.4163,43.70011
1292248700803309569,Sat Aug 08 23:57:53 +0000 2020,jfeilders,Twitter for Android,"['scottgottliebmd', 'estimate', 'point', 'take', 'reasonable', 'step', 'make', 'sure', 'covid', 'become']",RT @ScottGottliebMD: This is not about estimating a CFR. The point is we should take reasonable steps to make sure Covid doesn’t become as…,0,0,,,['ScottGottliebMD'],,,-113.64258,60.10867
1292248644784013312,Sat Aug 08 23:57:40 +0000 2020,acdcjoanie,Twitter for iPhone,"['georgiastraight', 'covid-19', 'outbreak', 'back', 'school', 'health', 'minister', 'say', 'enough', 'problem', 'private', 'parties…']","RT @georgiastraight: COVID-19 in B.C.: More outbreaks, back to school, and health minister says ""Enough!"" to problems with private parties…",0,0,,,['georgiastraight'],,,-113.64258,60.10867
1292248606456438785,Sat Aug 08 23:57:31 +0000 2020,patriciacone,Twitter for iPad,"['denniskendel', 'saskatchewan', 'premier', 'claim', 'require', 'mask', 'school', 'create', 'divisive', 'conversation', '-does', 'identify', 'source']","RT @DennisKendel: Saskatchewan premier claims requiring masks in schools is creating ""divisive conversations""-doesn't identify sources of o…",0,0,,,['DennisKendel'],Saskatoon,Saskatchewan,-106.63452,52.11679
1292248551884574722,Sat Aug 08 23:57:18 +0000 2020,SeeLuluRun,Twitter for iPad,"['corsiaq', 'governor', 'school', 'district', 'superintendent', 'refuse', 'require', 'strict', 'layer', 'risk', 'reduction', 'strategy']",RT @CorsIAQ: 1/2  Any governor or school district superintendent who refuses to require strict layered risk reduction strategies in their p…,0,0,,,['CorsIAQ'],Montréal,Quebec,-73.58781,45.50884
1292248503331110913,Sat Aug 08 23:57:06 +0000 2020,fogawdsake,Twitter Web App,"['wildpalmsltd', 'hospitalized', 'child', 'need', 'admit', 'intensive', 'care', 'unit', 'child', 'die', 'coronav…']",RT @WildPalmsLtd: About 1 in 3 hospitalized children needed to be admitted to an intensive care unit. 10 children have died from a #coronav…,0,0,,,['WildPalmsLtd'],Vancouver,British Columbia,-123.11934,49.24966
1292248455348473856,Sat Aug 08 23:56:55 +0000 2020,KWojtalik,Twitter Web App,"['donwinslow', 'impossible', 'stay', 'quiet', 'doctor', 'sound', 'alarm', 'messy', 'school', 'reopenings', 'amid', 'coronavirus', 'pandemic']",RT @donwinslow: 'Impossible to stay quiet': Doctor sounds alarm on messy school reopenings amid the coronavirus pandemic https://t.co/vRqJL…,0,0,,,['donwinslow'],Thunder Bay,Ontario,-89.31683,48.4001
1292248440676605954,Sat Aug 08 23:56:51 +0000 2020,KenJansen1,Twitter for iPhone,"['nitecrawler1867', 'thinks_about_it', 'gretathunberg', 'idiot', 'back', 'school']",@nitecrawler1867 @thinks_about_it @GretaThunberg Omg you are an idiot. You should go back to school,0,0,,,"['nitecrawler1867', 'thinks_about_it', 'GretaThunberg']",Calgary,Alberta,-114.08529,51.05011
1292248438160142336,Sat Aug 08 23:56:51 +0000 2020,Room1Scott,Twitter for iPhone,"['inspirationsink', 'sflecce', 'anything', 'past', 'grade', 'ruin', 'narrative', 'firelecce']",@InspirationsinK @Sflecce Nor is anything past grade 3. But that ruins his narrative #FireLecce,3,0,['FireLecce'],,"['InspirationsinK', 'Sflecce']",Kitchener,Ontario,-80.5112,43.42537
1292248432170668033,Sat Aug 08 23:56:49 +0000 2020,BadUberX,Twitter for Android,"['lyoshki', '97000', 'child', 'test', 'positive', 'coronavirus', 'week', 'span', 'report', 'say']","RT @lyoshki: 97,000 Children Test Positive For Coronavirus In Two Week Span, Report Says https://t.co/7guoUuNpV4",0,0,,['https://www.cbsnews.com/news/covid-19-kids-schools-in-person-instruction/'],['lyoshki'],,,-113.64258,60.10867
1292248392345804801,Sat Aug 08 23:56:40 +0000 2020,JudithNewing,Twitter for iPhone,"['normalontario', 'wear', 'mask', 'day', 'people', 'room', 'point', 'firelecce', 'fordnation', 'unsafese…']","RT @NormalOntario: Why wear the mask? 21 days from now 32 people will all be on one room, what’s the point?#firelecce @fordnation #UnsafeSe…",0,0,['firelecce'],,"['NormalOntario', 'fordnation']",,,-113.64258,60.10867
1292248336297160704,Sat Aug 08 23:56:26 +0000 2020,HislopMD,Twitter for iPhone,"['leyladasadi', 'thought', 'child', 'back', 'school', 'safely', 'prioritize', 'safeseptember']",RT @LeylaDAsadi: My thoughts on how to get children back to school safely. Prioritize them! #SafeSeptember  https://t.co/RrbEA94PjP,0,0,['SafeSeptember'],['https://edmontonjournal.com/opinion/columnists/opinion-before-re-opening-schools-close-other-parts-of-economy-and-invest-in-mitigation/wcm/5360734e-26e7-49ce-90da-281d48974b9a/'],['LeylaDAsadi'],North Vancouver,British Columbia,-123.06934,49.31636
1292248325459238912,Sat Aug 08 23:56:24 +0000 2020,ledrapeaurouge,Twitter for iPhone,"['auntiecolonial', 'classroom', 'covid']",RT @auntiecolonial: Classroom Covid.,0,0,,,['auntiecolonial'],Toronto,Ontario,-79.4163,43.70011
1292248321243873281,Sat Aug 08 23:56:23 +0000 2020,lindahmullen,Twitter for iPad,"['charliekirk11', 'fact', 'child', 'america', 'age', '1-15', 'die', 'chinese', 'coronavirus', 'least', 'die', 'swine…']","RT @charliekirk11: Facts:

Only 36 children in America aged 1-15 have died from the Chinese Coronavirus

At least 317 died during the Swine…",0,0,,,['charliekirk11'],,Nova Scotia,-62.99865,45.00015
1292248277719474176,Sat Aug 08 23:56:12 +0000 2020,lawsonmcdonough,Twitter for iPhone,"['movingparadigms', 'reduce', 'teacher', 'distress', 'mandate', 'mask', 'grade', 'return', 'original', 'stage', 'plan', 'density…']","RT @MovingParadigms: How to reduce teachers' distress: 

Mandate masks for Grades 4 - 12

Return to original Stage 2 plan with 50% density…",0,0,,,['MovingParadigms'],Surrey,British Columbia,-122.82509,49.10635
1292248275890794496,Sat Aug 08 23:56:12 +0000 2020,gmageezer,Twitter for iPhone,"['normalontario', 'maritstiles', 'sick', 'kid', 'come', 'state', 'support', 'ontario', 'government', 'back', 'school', 'plan', 'firelecce']",RT @NormalOntario: @maritstiles Sick Kids came out and stated they do not support the Ontario Government back to school plan. #firelecce #V…,0,0,['firelecce'],,"['NormalOntario', 'maritstiles']",,,-113.64258,60.10867
1292248249663881219,Sat Aug 08 23:56:06 +0000 2020,mskayTDSB,Twitter for iPhone,"['sflecce', 'focus', 'safe', 'reopening', 'school', 'create', 'small', 'cohort', 'ever', 'take', 'picture', 'public', 'school', 'unmasked', 'kindie', 'student', 'unsafeseptember']",@Sflecce When will you focus on the SAFE reopening of schools? When will you create smaller cohorts for all? Will you EVER take a picture in a public school with 30 unmasked kindie students? #unsafeseptember,20,1,,['https://twitter.com/i/web/status/1292248249663881219'],['Sflecce'],Toronto,Ontario,-79.4163,43.70011
1292248140666544128,Sat Aug 08 23:55:40 +0000 2020,girls_can,Twitter for iPhone,"['shoshanahjacobs', 'ontario', 'employer', 'respond', 'keep', 'kid', 'sflecce', 'fordnation', 'school', 'plan']","RT @shoshanahjacobs: Hey #Ontario, 

How will your employers respond when you keep your kids out of the @Sflecce @fordnation school plan?…",0,0,['Ontario'],,"['shoshanahjacobs', 'Sflecce', 'fordnation']",Waterloo,Ontario,-80.51639,43.4668
1292248130587590656,Sat Aug 08 23:55:37 +0000 2020,TennRob,Twitter for Android,"['senalexander', 'pres', 'realdonaldtrump', 'help', 'worker', 'student', 'renter', 'congress', 'act…']","RT @SenAlexander: Pres. @realDonaldTrump is doing all he can to help workers, students &amp; renters, but Congress is the one who should be act…",0,0,,,"['SenAlexander', 'realDonaldTrump']",Peterborough,Ontario,-78.31623,44.30012
1292248118180880385,Sat Aug 08 23:55:34 +0000 2020,theresaboyle,Twitter for iPad,"['denniskendel', 'tunnel', 'vision', '-the', 'real', 'covid-19', 'threat', 'spectator', 'picardonhealth', 'theresaboyle', 'pat_health…']",RT @DennisKendel: Tunnel Vision -The real Covid-19 threat https://t.co/aSyLaekkOB via @spectator @picardonhealth @theresaboyle @pat_health…,0,0,,['https://www.spectator.co.uk/article/the-real-covid-19-threat'],"['DennisKendel', 'spectator', 'picardonhealth', 'theresaboyle', 'pat_health']",Toronto,Ontario,-79.4163,43.70011
1292248100522741760,Sat Aug 08 23:55:30 +0000 2020,acmcphee76,Twitter for Android,"['courosa', 'leader', 'hospital', 'sick', 'child', 'keep', 'classroom', 'number', 'enough', 'enable', 'physical', 'distancing']","RT @courosa: ""...leaders at the Hospital for Sick Children say that keeping classroom numbers low enough to enable physical distancing is k…",0,0,,,['courosa'],Calgary,Alberta,-114.08529,51.05011
1292248043337596931,Sat Aug 08 23:55:16 +0000 2020,klockwerkluka,Twitter for Android,"['eric_bellmb', 'saskatchewan', 'divisive', 'conversation', 'public', 'health', 'middle', 'public', 'health', 'crisis']","RT @eric_bellMB: In Saskatchewan, it’s “divisive” to have conversations about public health in the middle of a public health crisis. This i…",0,0,,,['eric_bellMB'],Regina,Saskatchewan,-104.6178,50.45008
1292248031652270081,Sat Aug 08 23:55:14 +0000 2020,ujjaldosanjh,Twitter for Android,"['sapphiretiana', 'husband', 'article', 'able', 'attend', 'health', 'appointment', 'pregnant', 'wife', 'deeme…']","RT @sapphiretiana: My husbands article! ""I have not been able to attend a health appointment with my pregnant wife ...yet it has been deeme…",0,0,,,['sapphiretiana'],Vancouver,British Columbia,-123.11934,49.24966
1292247969962418177,Sat Aug 08 23:54:59 +0000 2020,KissItBett3r,TweetDeck,"['focus', 'could', 'safely', 'visit', 'long', 'term', 'care', 'keep', 'number', 'manageable', 'back', 'school', 'plan', 'seem', 'like', 'death', 'sentence', 'karen', 'want', 'shop', 'without', 'mask', 'restaurant']","The focus COULD have been on how to safely have visits for ppl in long term care. Or to keep numbers manageable that the back to school plan didn't seem like a death sentence.

But Karen wanted to shop without a mask and then go sit in a restaurant to eat.",0,0,,['https://twitter.com/i/web/status/1292247969962418177'],,Abbotsford,British Columbia,-122.25257,49.05798
1292247904275456000,Sat Aug 08 23:54:43 +0000 2020,underhermantle,Twitter for iPhone,"['aceofsp63736304', 'miss', 'child', 'arizona', 'month', 'july', 'real', 'pandemic', 'folk', 'racism', 'covid', 'http']","RT @AceofSp63736304: 600 missing children in Arizona in the month of July... This is the real pandemic folks! Not racism or Covid. 
https:/…",0,0,,,['AceofSp63736304'],Calgary,Alberta,-114.08529,51.05011
1292247863997550593,Sat Aug 08 23:54:34 +0000 2020,JOYfulMare,Twitter for iPhone,"['rachelnotley', 'yesterday', 'curriculum', 'announcement', 'attempt', 'distract', 'fact', 'minister', 'lagrange', 'work', 'keep…']",RT @RachelNotley: Yesterday's curriculum announcement is an attempt to distract from the fact that Minister LaGrange isn’t working to keep…,0,0,,,['RachelNotley'],Calgary,Alberta,-114.08529,51.05011
1292247819932205056,Sat Aug 08 23:54:23 +0000 2020,dee_downing,Twitter for iPhone,"['nicoleballinge3', 'alberta', 'parent', 'follow', 'alberta_moms', 'support', 'teacher', 'child', 'face', 'uncertain', 'circumstance', 'hea…']",RT @NicoleBallinge3: #Alberta parents; follow @alberta_moms to support our teachers &amp; our children as they face uncertain circumstances hea…,0,0,['Alberta'],,"['NicoleBallinge3', 'alberta_moms']",Sherwood Park,Alberta,-113.3187,53.51684
1292247812047024129,Sat Aug 08 23:54:21 +0000 2020,Calderon08,Twitter for iPhone,"['tylerwhat16', 'premier', 'ford', 'try', 'blame', 'half-baked', 'back-to-school', 'plan', 'expert', 'sick', 'kid', 'say', 'plan', 'despite…']",RT @tylerwhat16: Premier Ford tried to blame his half-baked back-to-school plan on experts from Sick Kids saying it was their plan despite…,0,0,,,['tylerwhat16'],Hamilton,Ontario,-79.84963,43.25011
1292247739481415680,Sat Aug 08 23:54:04 +0000 2020,NoJayD30,Twitter for iPhone,"['oectagovernor', 'situation', 'like', 'part', 'fordnation\u2069', 'back-to-school', 'strategy', 'create', 'crisis', 'confidence', 'publicl…']","RT @oectagovernor: Situations like this are part of ⁦⁦@fordnation⁩’s back-to-school strategy.

Create a crisis of confidence in the publicl…",0,0,,,"['oectagovernor', 'fordnation']",Toronto,Ontario,-79.4163,43.70011
1292247685785821186,Sat Aug 08 23:53:51 +0000 2020,drmarcspooner,Twitter for iPhone,"['eric_bellmb', 'saskatchewan', 'divisive', 'conversation', 'public', 'health', 'middle', 'public', 'health', 'crisis']","RT @eric_bellMB: In Saskatchewan, it’s “divisive” to have conversations about public health in the middle of a public health crisis. This i…",0,0,,,['eric_bellMB'],Regina,Saskatchewan,-104.6178,50.45008
1292247633004646400,Sat Aug 08 23:53:39 +0000 2020,dee_downing,Twitter for iPhone,"['c_tepperman', 'alberta', 'back-to-school', 'plan', 'suffers', 'lack', 'fund', 'lack', 'imagination', 'kid', 'deserve', 'good', 'hope', 'for…']",RT @c_tepperman: The Alberta back-to-school plan suffers from lack of funds and lack of imagination. Kids deserve better than the 'hope for…,0,0,,,['c_tepperman'],Sherwood Park,Alberta,-113.3187,53.51684
1292247539018878977,Sat Aug 08 23:53:16 +0000 2020,jstan_jennifer,Twitter for Android,"['tylerwhat16', 'people', 'read', 'comment', 'parent', 'willing', 'send', 'kid', 'back', 'school', 'september', 'current', 'safety', 'protocol']",@tylerwhat16 Are people reading the comments? Parents are more than willing to send their kids back to school in September with the current safety protocols.,0,0,,['https://twitter.com/i/web/status/1292247539018878977'],['tylerwhat16'],Toronto,Ontario,-79.4163,43.70011
1292247493292380160,Sat Aug 08 23:53:05 +0000 2020,RaisingGr8Kids,dlvr.it,"['family', 'reunion', 'star', 'mowry', 'share', 'parenting', 'tip', 'back-to-school', 'today']",'Family Reunion' star Tia Mowry shares her top parenting tips for back-to-school - USA TODAY https://t.co/Y8X3puOKoD,0,0,,['http://dlvr.it/RdGqQK'],,,,-113.64258,60.10867
1292247433448169472,Sat Aug 08 23:52:51 +0000 2020,JDicksonWRDSB,Twitter for Android,"['oectagovernor', 'situation', 'like', 'part', 'fordnation\u2069', 'back-to-school', 'strategy', 'create', 'crisis', 'confidence', 'publicl…']","RT @oectagovernor: Situations like this are part of ⁦⁦@fordnation⁩’s back-to-school strategy.

Create a crisis of confidence in the publicl…",0,0,,,"['oectagovernor', 'fordnation']",Kitchener,Ontario,-80.5112,43.42537
1292247391945424896,Sat Aug 08 23:52:41 +0000 2020,DennisKendel,Twitter Web App,"['skgov', 'clearly', 'worrisomely', 'high', 'level', 'community', 'transmission', 'covid19sk', 'heighten', 'concern', 'school', 'reopen', 'grossly', 'inadequate', 'protective', 'measure', 'premierscottmoe', 'gordwyant', 'shahab', 'sma_docs', 'saskhealth', 'cbcsask', 'keepskkidssafe', 'carlainsask']",@SKGov We clearly have a worrisomely high level of community transmission of #covid19sk which heightens my concerns about school reopening with grossly inadequate protective measures @PremierScottMoe @GordWyant Dr Shahab @SMA_docs @SaskHealth @CBCSask @keepskkidssafe @Carlainsask,10,0,['covid19sk'],['https://twitter.com/i/web/status/1292247391945424896'],['SKGov'],Saskatoon,Saskatchewan,-106.63452,52.11679
1292247351051124743,Sat Aug 08 23:52:31 +0000 2020,CharlesDeschen1,Twitter for Android,"['even', 'folk', 'province', 'know', 'fordnation', 'screw', 'shocking', 'shock', 'thst', 'fiascoford', 'would', 'child', 'teacher', 'support', 'worker', 'life', 'risk', 'could', 'save', 'couple', 'votefordout2022']","Wow!  Even the folk in other provinces know that @fordnation is screwing it up !!
Shocking, just shocking thst #FiascoFord would put children's, teachers' and support workers' lives at risk just so he could save a couple of $$

#VoteFordOut2022 https://t.co/C2EM5GAgkF",1,0,,['https://twitter.com/i/web/status/1292247351051124743'],['fordnation'],Hamilton,Ontario,-79.84963,43.25011
1292247304376745985,Sat Aug 08 23:52:20 +0000 2020,green_cissy,Twitter for iPad,"['aslavitt', 'miss', 'georgia', 'plan', 'send', 'kid', 'back', 'school', 'plan']",RT @ASlavitt: Missing from Georgia’s plan to send kids back to school is a plan.,0,0,,,['ASlavitt'],Vancouver,British Columbia,-123.11934,49.24966
1292247297045258240,Sat Aug 08 23:52:19 +0000 2020,LaurieWoolyUke,Twitter for iPhone,"['nicoleballinge3', 'alberta', 'parent', 'follow', 'alberta_moms', 'support', 'teacher', 'child', 'face', 'uncertain', 'circumstance', 'hea…']",RT @NicoleBallinge3: #Alberta parents; follow @alberta_moms to support our teachers &amp; our children as they face uncertain circumstances hea…,0,0,['Alberta'],,"['NicoleBallinge3', 'alberta_moms']",Hamilton,Ontario,-79.84963,43.25011
1292247286068596736,Sat Aug 08 23:52:16 +0000 2020,simrandotdev,Twitter for iPhone,"['lakhvir34989353', 'prioritizefamilysponsorship', 'prioritizefamilysponsorship', 'prioritizefamilysponsorship', 'pic', 'togeth…']","RT @Lakhvir34989353: #prioritizefamilysponsorship 
#prioritizefamilysponsorship 
#prioritizefamilysponsorship 
When will i have pics togeth…",0,0,"['prioritizefamilysponsorship', 'prioritizefamilysponsorship', 'prioritizefamilysponsorship']",,['Lakhvir34989353'],Vancouver,British Columbia,-123.11934,49.24966
1292247264354660352,Sat Aug 08 23:52:11 +0000 2020,ChauvetEllen,Twitter for Android,"['aroseblush', 'worry', 'send', 'child', 'back', 'school', 'consider', 'child', 'washington', 'state', 'hospitalize…']","RT @aroseblush: 😫   Worried about sending your Children Back to School. Consider This

   👧🏻🦠   11 children in Washington state hospitalize…",0,0,,,['aroseblush'],Vancouver,British Columbia,-123.11934,49.24966
1292247262890995712,Sat Aug 08 23:52:10 +0000 2020,AmarTechie,Twitter for iPhone,"['mmehartman', 'use', 'talk', 'sunshine', 'important', 'stay', 'silent', 'sorry', 'advance', 'safeseptember']",@MmeHartman I used to talk sunshine myself - but this is too important to stay silent - I’m sorry in advance #SafeSeptember 😷,2,0,['SafeSeptember'],,['MmeHartman'],Hamilton,Ontario,-79.84963,43.25011
1292247262207197184,Sat Aug 08 23:52:10 +0000 2020,jaynaproctor,Twitter for Android,"['donwinslow', 'impossible', 'stay', 'quiet', 'doctor', 'sound', 'alarm', 'messy', 'school', 'reopenings', 'amid', 'coronavirus', 'pandemic']",RT @donwinslow: 'Impossible to stay quiet': Doctor sounds alarm on messy school reopenings amid the coronavirus pandemic https://t.co/vRqJL…,0,0,,,['donwinslow'],,British Columbia,-125.0032,53.99983
1292247255001440256,Sat Aug 08 23:52:09 +0000 2020,bymichaeldunn,Twitter for iPhone,"['drandrewk1', 'siri', 'show', 'inequality', 'exacerbate', 'government', 'incompetent', 'response', 'covid19', 'ableg…']","RT @DrAndrewK1: Siri, show me inequality exacerbated by a government’s incompetent response to #COVID19. 

https://t.co/Om2qOBT0O1

#ableg…",0,0,"['COVID19', 'ableg']",['https://bit.ly/31wXrvg'],['DrAndrewK1'],Calgary,Alberta,-114.08529,51.05011
1292247176467361798,Sat Aug 08 23:51:50 +0000 2020,49geobet,Twitter for iPad,"['tylerwhat16', 'premier', 'ford', 'try', 'blame', 'half-baked', 'back-to-school', 'plan', 'expert', 'sick', 'kid', 'say', 'plan', 'despite…']",RT @tylerwhat16: Premier Ford tried to blame his half-baked back-to-school plan on experts from Sick Kids saying it was their plan despite…,0,0,,,['tylerwhat16'],,,-113.64258,60.10867
1292247114257330176,Sat Aug 08 23:51:35 +0000 2020,barbcfa,Twitter for iPhone,"['picardonhealth', 'miss', 'canada', 'plan', 'kid', 'back', 'school', 'safely', 'good', 'ventilation', 'mask', 'physical', 'distancing', 'all…']","RT @picardonhealth: What's missing from Canada's plans to get kids back to school safely: Good ventilation, masks, physical distancing all…",0,0,,,['picardonhealth'],Vancouver,British Columbia,-123.11934,49.24966
1292247062462038020,Sat Aug 08 23:51:23 +0000 2020,Canuckgirl74,Twitter for iPhone,"['cbsnews', '97000', 'child', 'reportedly', 'test', 'positive', 'coronavirus', 'week', 'school', 'gear', 'instruction']","RT @CBSNews: 97,000 children reportedly test positive for coronavirus in two weeks as schools gear up for instruction  https://t.co/Z8OQePa…",0,0,,,['CBSNews'],Hamilton,Ontario,-79.84963,43.25011
